origin,year_x,month,day,temp,mean_temp
EWR,2013,1,13,44.06,44.06
EWR,2013,1,13,44.6,44.6
EWR,2013,1,13,46.4,46.4
EWR,2013,1,13,46.94,46.94
EWR,2013,1,13,48.02,48.02
EWR,2013,1,13,48.2,48.199999999999996
EWR,2013,1,13,48.92,48.92
EWR,2013,1,14,44.06,44.06
EWR,2013,1,14,48.02,48.02
EWR,2013,1,14,48.92,48.92
EWR,2013,1,14,51.08,51.08
EWR,2013,1,14,51.8,51.8
EWR,2013,1,14,51.98,51.98
EWR,2013,1,14,53.06,53.06
EWR,2013,1,14,55.04,55.04
EWR,2013,1,14,55.94,55.94
EWR,2013,1,14,57.02,57.02
EWR,2013,1,14,57.92,57.92
EWR,2013,1,15,35.96,35.96
EWR,2013,1,15,37.04,37.040000000000006
EWR,2013,1,15,37.94,37.94
EWR,2013,1,15,39.02,39.02
EWR,2013,1,16,33.8,33.8
EWR,2013,1,16,33.98,33.980000000000004
EWR,2013,1,16,35.06,35.06
EWR,2013,1,16,35.6,35.6
EWR,2013,1,16,35.96,35.959999999999994
EWR,2013,1,16,37.4,37.4
EWR,2013,1,17,37.94,37.94
EWR,2013,1,17,39.02,39.019999999999996
EWR,2013,1,17,41.0,41.0
EWR,2013,1,17,42.08,42.08
EWR,2013,1,17,42.98,42.98
EWR,2013,1,17,44.06,44.06
EWR,2013,1,17,46.04,46.04
EWR,2013,1,18,26.96,26.96
EWR,2013,1,18,28.04,28.04
EWR,2013,1,18,28.94,28.94
EWR,2013,1,18,30.02,30.02
EWR,2013,1,18,30.92,30.92000000000001
EWR,2013,1,19,30.92,30.92
EWR,2013,1,19,32.0,32.0
EWR,2013,1,19,35.06,35.06
EWR,2013,1,19,37.94,37.94
EWR,2013,1,19,42.98,42.98
EWR,2013,1,19,44.96,44.96
EWR,2013,1,19,46.04,46.04
EWR,2013,1,19,46.94,46.94
EWR,2013,1,19,48.02,48.02
EWR,2013,1,19,50.0,50.0
EWR,2013,1,19,51.08,51.08
EWR,2013,1,19,51.98,51.98
EWR,2013,1,20,37.04,37.04
EWR,2013,1,20,39.02,39.02
EWR,2013,1,20,39.92,39.92
EWR,2013,1,20,42.08,42.08
EWR,2013,1,20,44.06,44.06
EWR,2013,1,20,44.96,44.96
EWR,2013,1,20,48.02,48.02
EWR,2013,1,20,48.92,48.92
EWR,2013,1,20,51.98,51.98
EWR,2013,1,20,53.06,53.06
EWR,2013,1,20,53.96,53.96
EWR,2013,1,20,55.94,55.94
EWR,2013,1,21,26.06,26.06
EWR,2013,1,21,26.96,26.959999999999997
EWR,2013,1,21,28.04,28.040000000000003
EWR,2013,1,21,28.94,28.94
EWR,2013,1,21,30.02,30.02
EWR,2013,1,21,30.92,30.920000000000005
EWR,2013,1,21,32.0,32.0
EWR,2013,1,22,15.98,15.98
EWR,2013,1,22,17.06,17.06
EWR,2013,1,22,17.96,17.96
EWR,2013,1,22,19.04,19.04
EWR,2013,1,22,19.94,19.94
EWR,2013,1,22,21.02,21.020000000000003
EWR,2013,1,22,21.92,21.92
EWR,2013,1,22,23.0,23.0
EWR,2013,1,23,10.94,10.94
EWR,2013,1,23,12.02,12.020000000000001
EWR,2013,1,23,14.0,14.0
EWR,2013,1,23,15.98,15.979999999999997
EWR,2013,1,23,17.06,17.06
EWR,2013,1,23,17.96,17.960000000000004
EWR,2013,1,23,19.04,19.039999999999996
EWR,2013,1,23,19.94,19.94
EWR,2013,1,24,12.92,12.92
EWR,2013,1,24,14.0,14.0
EWR,2013,1,24,17.06,17.06
EWR,2013,1,24,17.96,17.96
EWR,2013,1,24,19.04,19.04
EWR,2013,1,24,19.94,19.94
EWR,2013,1,24,21.02,21.02
EWR,2013,1,24,21.92,21.92
EWR,2013,1,24,23.0,23.0
EWR,2013,1,24,24.08,24.079999999999995
EWR,2013,1,25,12.92,12.92
EWR,2013,1,25,14.0,14.0
EWR,2013,1,25,15.98,15.979999999999999
EWR,2013,1,25,17.96,17.96
EWR,2013,1,25,19.4,19.4
EWR,2013,1,25,19.94,19.94
EWR,2013,1,25,21.02,21.02
EWR,2013,1,25,21.2,21.2
EWR,2013,1,25,21.92,21.92
EWR,2013,1,25,23.0,23.0
EWR,2013,1,25,24.08,24.08
EWR,2013,1,26,15.98,15.980000000000002
EWR,2013,1,26,17.06,17.06
EWR,2013,1,26,19.04,19.04
EWR,2013,1,26,19.94,19.94
EWR,2013,1,26,21.92,21.92
EWR,2013,1,26,23.0,23.0
EWR,2013,1,26,24.08,24.08
EWR,2013,1,26,24.98,24.98
EWR,2013,1,26,26.96,26.96
EWR,2013,1,26,28.04,28.040000000000003
EWR,2013,1,27,17.06,17.06
EWR,2013,1,27,19.04,19.04
EWR,2013,1,27,21.92,21.919999999999998
EWR,2013,1,27,26.96,26.959999999999997
EWR,2013,1,27,30.02,30.02
EWR,2013,1,27,30.92,30.92
EWR,2013,1,27,32.0,32.0
EWR,2013,1,27,33.08,33.08
EWR,2013,1,27,33.98,33.98
EWR,2013,1,27,35.06,35.06
EWR,2013,1,27,35.96,35.96
EWR,2013,1,28,28.04,28.04
EWR,2013,1,28,30.02,30.02
EWR,2013,1,28,30.2,30.2
EWR,2013,1,28,30.92,30.92
EWR,2013,1,28,33.8,33.800000000000004
EWR,2013,1,28,33.98,33.980000000000004
EWR,2013,1,28,35.06,35.06
EWR,2013,1,29,37.94,37.94
EWR,2013,1,29,42.08,42.08
EWR,2013,1,29,42.98,42.980000000000004
EWR,2013,1,29,44.6,44.60000000000001
EWR,2013,1,29,44.96,44.96
EWR,2013,1,29,46.4,46.4
EWR,2013,1,29,51.08,51.08
EWR,2013,1,29,51.98,51.98
EWR,2013,1,30,39.92,39.92
EWR,2013,1,30,42.08,42.08
EWR,2013,1,30,44.6,44.6
EWR,2013,1,30,50.0,50.0
EWR,2013,1,30,51.98,51.98
EWR,2013,1,30,55.04,55.04
EWR,2013,1,30,55.94,55.94
EWR,2013,1,30,59.0,59.0
EWR,2013,1,30,60.8,60.8
EWR,2013,1,30,64.04,64.04
EWR,2013,1,30,64.4,64.4
EWR,2013,1,31,32.0,32.0
EWR,2013,1,31,33.08,33.08
EWR,2013,1,31,35.06,35.06
EWR,2013,1,31,35.96,35.96
EWR,2013,1,31,39.02,39.02
EWR,2013,1,31,42.08,42.08
EWR,2013,1,31,44.06,44.06
EWR,2013,1,31,44.96,44.959999999999994
EWR,2013,1,31,46.04,46.04
EWR,2013,1,31,48.2,48.199999999999996
EWR,2013,1,31,57.2,57.2
EWR,2013,1,31,59.0,59.0
EWR,2013,2,1,24.98,24.979999999999997
EWR,2013,2,1,26.96,26.96
EWR,2013,2,1,28.94,28.940000000000005
EWR,2013,2,1,30.02,30.02
EWR,2013,2,1,30.2,30.2
EWR,2013,2,1,30.92,30.920000000000005
EWR,2013,2,1,32.0,32.0
EWR,2013,2,1,33.08,33.08
EWR,2013,2,1,33.98,33.98
EWR,2013,2,2,19.04,19.04
EWR,2013,2,2,19.94,19.94
EWR,2013,2,2,21.02,21.02
EWR,2013,2,2,24.08,24.08
EWR,2013,2,2,24.98,24.98
EWR,2013,2,2,26.06,26.06
EWR,2013,2,2,26.96,26.96
EWR,2013,2,2,28.04,28.04
EWR,2013,2,2,28.94,28.94
EWR,2013,2,2,30.02,30.02
EWR,2013,2,3,24.08,24.08
EWR,2013,2,3,24.8,24.800000000000004
EWR,2013,2,3,26.06,26.06
EWR,2013,2,3,26.96,26.96
EWR,2013,2,3,28.04,28.039999999999996
EWR,2013,2,3,28.94,28.94
EWR,2013,2,3,30.02,30.02
EWR,2013,2,3,30.92,30.920000000000005
EWR,2013,2,3,32.0,32.0
EWR,2013,2,4,23.0,23.0
EWR,2013,2,4,24.08,24.08
EWR,2013,2,4,24.98,24.98
EWR,2013,2,4,28.04,28.04
EWR,2013,2,4,28.94,28.94
EWR,2013,2,4,30.02,30.020000000000003
EWR,2013,2,4,30.92,30.92
EWR,2013,2,4,32.0,32.0
EWR,2013,2,5,26.96,26.96
EWR,2013,2,5,28.04,28.04
EWR,2013,2,5,28.4,28.4
EWR,2013,2,5,28.94,28.94
EWR,2013,2,5,30.2,30.2
EWR,2013,2,5,30.92,30.92
EWR,2013,2,5,32.0,32.0
EWR,2013,2,6,30.92,30.92000000000001
EWR,2013,2,6,32.0,32.0
EWR,2013,2,6,33.08,33.08
EWR,2013,2,6,35.06,35.06
EWR,2013,2,6,35.96,35.96
EWR,2013,2,6,37.04,37.04
EWR,2013,2,6,37.94,37.94
EWR,2013,2,6,39.02,39.02
EWR,2013,2,6,41.0,41.0
EWR,2013,2,7,26.06,26.06
EWR,2013,2,7,28.04,28.04
EWR,2013,2,7,30.02,30.02
EWR,2013,2,7,30.92,30.92
EWR,2013,2,7,32.0,32.0
EWR,2013,2,7,33.08,33.07999999999999
EWR,2013,2,8,30.92,30.92000000000001
EWR,2013,2,8,32.0,32.0
EWR,2013,2,8,33.08,33.07999999999999
EWR,2013,2,8,33.8,33.800000000000004
EWR,2013,2,8,33.98,33.98
EWR,2013,2,8,35.06,35.06
EWR,2013,2,8,35.6,35.6
EWR,2013,2,9,24.08,24.08
EWR,2013,2,9,24.98,24.98
EWR,2013,2,9,26.96,26.960000000000004
EWR,2013,2,9,28.04,28.039999999999996
EWR,2013,2,9,28.4,28.399999999999995
EWR,2013,2,9,28.94,28.94
EWR,2013,2,9,30.02,30.02
EWR,2013,2,9,30.2,30.2
EWR,2013,2,9,30.92,30.920000000000005
EWR,2013,2,9,33.08,33.07999999999999
EWR,2013,2,10,15.98,15.98
EWR,2013,2,10,17.96,17.96
EWR,2013,2,10,26.96,26.96
EWR,2013,2,10,28.94,28.94
EWR,2013,2,10,30.92,30.92
EWR,2013,2,10,32.0,32.0
EWR,2013,2,10,33.98,33.98
EWR,2013,2,10,35.06,35.06
EWR,2013,2,11,33.98,33.98
EWR,2013,2,11,35.6,35.6
EWR,2013,2,11,35.96,35.96
EWR,2013,2,11,37.04,37.04
EWR,2013,2,11,37.4,37.4
EWR,2013,2,11,37.94,37.94
EWR,2013,2,11,39.02,39.02
EWR,2013,2,11,39.92,39.92
EWR,2013,2,11,41.0,41.0
EWR,2013,2,11,42.08,42.08
EWR,2013,2,11,42.98,42.98
EWR,2013,2,12,35.96,35.96
EWR,2013,2,12,37.94,37.94
EWR,2013,2,12,39.02,39.02
EWR,2013,2,12,39.92,39.92
EWR,2013,2,12,41.0,41.0
EWR,2013,2,12,41.9,41.9
EWR,2013,2,12,42.08,42.07999999999999
EWR,2013,2,12,42.98,42.980000000000004
EWR,2013,2,12,44.06,44.06
EWR,2013,2,12,44.96,44.96
EWR,2013,2,12,46.04,46.04
EWR,2013,2,13,30.02,30.02
EWR,2013,2,13,33.98,33.98
EWR,2013,2,13,37.04,37.040000000000006
EWR,2013,2,13,38.84,38.84
EWR,2013,2,13,39.02,39.02
EWR,2013,2,13,41.0,41.0
EWR,2013,2,13,41.18,41.18
EWR,2013,2,13,42.08,42.07999999999999
EWR,2013,2,13,42.98,42.98
EWR,2013,2,13,45.68,45.68
EWR,2013,2,13,46.04,46.04
EWR,2013,2,13,51.98,51.98
EWR,2013,2,14,32.36,32.36
EWR,2013,2,14,34.88,34.88
EWR,2013,2,14,35.06,35.06
EWR,2013,2,14,36.5,36.5
EWR,2013,2,14,37.94,37.94
EWR,2013,2,14,39.02,39.02
EWR,2013,2,14,39.92,39.92
EWR,2013,2,14,41.0,41.0
EWR,2013,2,14,42.98,42.98
EWR,2013,2,14,44.06,44.06
EWR,2013,2,14,44.96,44.96
EWR,2013,2,14,46.04,46.04
EWR,2013,2,14,46.94,46.94
EWR,2013,2,15,33.08,33.08
EWR,2013,2,15,35.96,35.96
EWR,2013,2,15,39.02,39.02
EWR,2013,2,15,42.98,42.98
EWR,2013,2,15,46.04,46.04
EWR,2013,2,15,46.94,46.94
EWR,2013,2,15,48.02,48.02
EWR,2013,2,15,48.92,48.919999999999995
EWR,2013,2,15,51.98,51.98
EWR,2013,2,15,53.06,53.06
EWR,2013,2,15,53.96,53.96
EWR,2013,2,15,55.94,55.94
EWR,2013,2,16,33.08,33.08
EWR,2013,2,16,33.98,33.98
EWR,2013,2,16,35.06,35.06
EWR,2013,2,16,35.96,35.96
EWR,2013,2,16,37.04,37.04
EWR,2013,2,16,37.94,37.94
EWR,2013,2,16,39.02,39.02
EWR,2013,2,16,39.92,39.92000000000001
EWR,2013,2,17,19.94,19.94
EWR,2013,2,17,21.02,21.02
EWR,2013,2,17,23.0,23.0
EWR,2013,2,17,24.08,24.08
EWR,2013,2,17,26.06,26.06
EWR,2013,2,17,28.04,28.04
EWR,2013,2,17,28.94,28.94
EWR,2013,2,17,30.92,30.92
EWR,2013,2,17,32.0,32.0
EWR,2013,2,17,33.08,33.08
EWR,2013,2,17,33.98,33.98
EWR,2013,2,18,17.06,17.06
EWR,2013,2,18,19.04,19.04
EWR,2013,2,18,21.92,21.92
EWR,2013,2,18,24.98,24.98
EWR,2013,2,18,28.04,28.04
EWR,2013,2,18,30.92,30.92000000000001
EWR,2013,2,18,32.0,32.0
EWR,2013,2,18,33.08,33.08
EWR,2013,2,18,33.98,33.98
EWR,2013,2,18,35.06,35.06
EWR,2013,2,18,35.96,35.96
EWR,2013,2,18,37.04,37.04
EWR,2013,2,19,32.0,32.0
EWR,2013,2,19,33.08,33.08
EWR,2013,2,19,35.06,35.06
EWR,2013,2,19,37.04,37.04
EWR,2013,2,19,44.06,44.06
EWR,2013,2,19,44.6,44.6
EWR,2013,2,19,44.96,44.96
EWR,2013,2,19,46.4,46.4
EWR,2013,2,19,48.92,48.92
EWR,2013,2,20,26.96,26.96
EWR,2013,2,20,28.04,28.04
EWR,2013,2,20,28.94,28.94
EWR,2013,2,20,30.02,30.02
EWR,2013,2,20,30.92,30.92
EWR,2013,2,20,32.0,32.0
EWR,2013,2,20,33.08,33.08
EWR,2013,2,21,26.06,26.06
EWR,2013,2,21,26.96,26.96
EWR,2013,2,21,28.04,28.04
EWR,2013,2,21,28.94,28.94
EWR,2013,2,21,30.02,30.02
EWR,2013,2,21,30.92,30.92
EWR,2013,2,21,33.08,33.08
EWR,2013,2,21,33.98,33.98
EWR,2013,2,21,35.06,35.06
EWR,2013,2,21,35.96,35.959999999999994
EWR,2013,2,22,26.06,26.06
EWR,2013,2,22,28.94,28.94
EWR,2013,2,22,30.02,30.02
EWR,2013,2,22,33.08,33.08
EWR,2013,2,22,35.96,35.96
EWR,2013,2,22,37.04,37.04
EWR,2013,2,22,37.4,37.4
EWR,2013,2,22,37.94,37.94
EWR,2013,2,23,37.04,37.04
EWR,2013,2,23,37.94,37.94
EWR,2013,2,23,39.02,39.02
EWR,2013,2,23,39.92,39.92000000000001
EWR,2013,2,23,41.0,41.0
EWR,2013,2,23,42.08,42.08
EWR,2013,2,23,42.98,42.98
EWR,2013,2,24,33.98,33.98
EWR,2013,2,24,35.06,35.06
EWR,2013,2,24,35.96,35.96
EWR,2013,2,24,37.04,37.04
EWR,2013,2,24,37.94,37.94
EWR,2013,2,24,39.02,39.02
EWR,2013,2,24,39.2,39.2
EWR,2013,2,24,39.92,39.92
EWR,2013,2,24,42.08,42.08
EWR,2013,2,24,44.06,44.06
EWR,2013,2,24,44.96,44.96
EWR,2013,2,24,46.04,46.04
EWR,2013,2,24,46.94,46.94
EWR,2013,2,24,48.02,48.02
EWR,2013,2,24,48.92,48.92
EWR,2013,2,25,32.0,32.0
EWR,2013,2,25,35.06,35.06
EWR,2013,2,25,39.02,39.02
EWR,2013,2,25,42.08,42.080000000000005
EWR,2013,2,25,42.98,42.98
EWR,2013,2,25,44.06,44.06
EWR,2013,2,25,44.96,44.959999999999994
EWR,2013,2,26,32.0,32.0
EWR,2013,2,26,35.96,35.96
EWR,2013,2,26,39.02,39.02
EWR,2013,2,26,39.92,39.92
EWR,2013,2,26,41.0,41.0
EWR,2013,2,26,42.08,42.08
EWR,2013,2,26,44.06,44.06
EWR,2013,2,27,39.92,39.92
EWR,2013,2,27,41.0,41.0
EWR,2013,2,27,42.08,42.08
EWR,2013,2,27,42.98,42.98
EWR,2013,2,27,44.06,44.06
EWR,2013,2,27,44.6,44.6
EWR,2013,2,27,44.96,44.96000000000001
EWR,2013,2,27,46.04,46.04
EWR,2013,2,27,46.4,46.4
EWR,2013,2,27,48.2,48.20000000000001
EWR,2013,2,27,48.92,48.92
EWR,2013,2,28,39.92,39.92
EWR,2013,2,28,42.08,42.08
EWR,2013,2,28,42.98,42.98
EWR,2013,2,28,44.06,44.06
EWR,2013,2,28,44.96,44.959999999999994
EWR,2013,2,28,46.04,46.04
EWR,2013,2,28,48.02,48.019999999999996
EWR,2013,2,28,48.92,48.92
EWR,2013,2,28,50.0,50.0
EWR,2013,3,1,35.06,35.06
EWR,2013,3,1,35.96,35.96
EWR,2013,3,1,39.02,39.02
EWR,2013,3,1,39.92,39.92
EWR,2013,3,1,41.0,41.0
EWR,2013,3,1,42.08,42.08
EWR,2013,3,1,42.98,42.98
EWR,2013,3,1,44.06,44.06
EWR,2013,3,1,46.04,46.04
EWR,2013,3,2,32.0,32.0
EWR,2013,3,2,33.08,33.07999999999999
EWR,2013,3,2,33.98,33.98
EWR,2013,3,2,35.06,35.06
EWR,2013,3,2,35.96,35.96
EWR,2013,3,2,37.04,37.040000000000006
EWR,2013,3,2,37.94,37.94
EWR,2013,3,2,39.02,39.02
EWR,2013,3,2,39.92,39.92000000000001
EWR,2013,3,3,30.02,30.020000000000003
EWR,2013,3,3,30.92,30.92
EWR,2013,3,3,32.0,32.0
EWR,2013,3,3,33.08,33.08
EWR,2013,3,3,33.98,33.98
EWR,2013,3,3,35.96,35.96
EWR,2013,3,3,37.94,37.94
EWR,2013,3,3,39.02,39.02
EWR,2013,3,3,39.92,39.92000000000001
EWR,2013,3,4,28.94,28.94
EWR,2013,3,4,30.92,30.92
EWR,2013,3,4,33.08,33.08
EWR,2013,3,4,35.06,35.06
EWR,2013,3,4,35.96,35.96
EWR,2013,3,4,37.04,37.04
EWR,2013,3,4,37.94,37.94
EWR,2013,3,4,39.02,39.02
EWR,2013,3,4,39.92,39.92
EWR,2013,3,4,41.0,41.0
EWR,2013,3,4,42.08,42.08
EWR,2013,3,4,42.98,42.98
EWR,2013,3,5,32.0,32.0
EWR,2013,3,5,33.98,33.98
EWR,2013,3,5,35.96,35.96
EWR,2013,3,5,39.02,39.02
EWR,2013,3,5,41.0,41.0
EWR,2013,3,5,42.08,42.07999999999999
EWR,2013,3,5,42.98,42.98
EWR,2013,3,5,44.96,44.96
EWR,2013,3,5,46.04,46.04
EWR,2013,3,5,46.94,46.94
EWR,2013,3,5,48.02,48.02
EWR,2013,3,5,48.92,48.92
EWR,2013,3,6,39.02,39.02
EWR,2013,3,6,39.92,39.919999999999995
EWR,2013,3,6,41.0,41.0
EWR,2013,3,6,42.08,42.08
EWR,2013,3,6,42.8,42.800000000000004
EWR,2013,3,7,35.06,35.06
EWR,2013,3,7,35.6,35.6
EWR,2013,3,7,35.96,35.959999999999994
EWR,2013,3,7,37.04,37.040000000000006
EWR,2013,3,7,37.94,37.94
EWR,2013,3,7,39.2,39.199999999999996
EWR,2013,3,8,32.0,32.0
EWR,2013,3,8,33.8,33.8
EWR,2013,3,8,33.98,33.98
EWR,2013,3,8,37.04,37.04
EWR,2013,3,8,39.02,39.02
EWR,2013,3,8,39.92,39.92000000000001
EWR,2013,3,8,41.0,41.0
EWR,2013,3,9,33.98,33.98
EWR,2013,3,9,37.04,37.04
EWR,2013,3,9,39.02,39.02
EWR,2013,3,9,41.0,41.0
EWR,2013,3,9,44.96,44.96
EWR,2013,3,9,46.04,46.04
EWR,2013,3,9,48.02,48.02
EWR,2013,3,9,50.0,50.0
EWR,2013,3,9,51.98,51.98
EWR,2013,3,9,53.96,53.96
EWR,2013,3,9,55.04,55.04
EWR,2013,3,9,55.94,55.94
EWR,2013,3,10,33.08,33.08
EWR,2013,3,10,33.98,33.98
EWR,2013,3,10,35.06,35.06
EWR,2013,3,10,37.94,37.94
EWR,2013,3,10,39.02,39.019999999999996
EWR,2013,3,10,41.0,41.0
EWR,2013,3,10,42.08,42.07999999999999
EWR,2013,3,10,42.98,42.98
EWR,2013,3,10,44.06,44.06
EWR,2013,3,10,44.96,44.96
EWR,2013,3,11,42.08,42.08
EWR,2013,3,11,42.8,42.8
EWR,2013,3,11,42.98,42.98
EWR,2013,3,11,44.06,44.06
EWR,2013,3,11,46.94,46.94
EWR,2013,3,11,48.02,48.02
EWR,2013,3,11,48.92,48.919999999999995
EWR,2013,3,11,51.08,51.08
EWR,2013,3,11,51.8,51.800000000000004
EWR,2013,3,11,53.06,53.06
EWR,2013,3,12,48.02,48.02
EWR,2013,3,12,51.08,51.080000000000005
EWR,2013,3,12,51.98,51.98
EWR,2013,3,12,53.06,53.06000000000001
EWR,2013,3,12,53.6,53.6
EWR,2013,3,12,53.96,53.96
EWR,2013,3,12,55.94,55.94
EWR,2013,3,12,59.0,59.0
EWR,2013,3,13,41.0,41.0
EWR,2013,3,13,42.08,42.08
EWR,2013,3,13,42.98,42.98
EWR,2013,3,13,44.06,44.06
EWR,2013,3,13,44.96,44.96
EWR,2013,3,13,46.94,46.94
EWR,2013,3,13,48.02,48.02
EWR,2013,3,13,48.92,48.92
EWR,2013,3,13,50.0,50.0
EWR,2013,3,13,51.08,51.08
EWR,2013,3,14,30.02,30.02
EWR,2013,3,14,30.92,30.92000000000001
EWR,2013,3,14,32.0,32.0
EWR,2013,3,14,35.06,35.06
EWR,2013,3,14,35.96,35.96
EWR,2013,3,14,37.04,37.04
EWR,2013,3,14,37.94,37.94
EWR,2013,3,14,39.92,39.92
EWR,2013,3,14,42.08,42.08
EWR,2013,3,14,42.98,42.980000000000004
EWR,2013,3,15,30.02,30.020000000000003
EWR,2013,3,15,33.08,33.08
EWR,2013,3,15,33.98,33.98
EWR,2013,3,15,35.96,35.96
EWR,2013,3,15,39.92,39.92
EWR,2013,3,15,42.08,42.08
EWR,2013,3,15,44.06,44.06
EWR,2013,3,15,44.96,44.96
EWR,2013,3,15,46.94,46.94
EWR,2013,3,15,48.02,48.02
EWR,2013,3,16,33.98,33.980000000000004
EWR,2013,3,16,35.06,35.06
EWR,2013,3,16,35.6,35.6
EWR,2013,3,16,35.96,35.96
EWR,2013,3,16,37.04,37.04
EWR,2013,3,17,30.02,30.019999999999996
EWR,2013,3,17,30.92,30.92
EWR,2013,3,17,33.98,33.98
EWR,2013,3,17,35.06,35.06
EWR,2013,3,17,35.96,35.959999999999994
EWR,2013,3,17,37.04,37.04
EWR,2013,3,17,37.94,37.93999999999999
EWR,2013,3,18,26.06,26.06
EWR,2013,3,18,26.96,26.96
EWR,2013,3,18,28.94,28.94
EWR,2013,3,18,32.0,32.0
EWR,2013,3,18,33.08,33.08
EWR,2013,3,18,33.8,33.8
EWR,2013,3,18,33.98,33.98
EWR,2013,3,18,35.06,35.06
EWR,2013,3,18,35.96,35.96
EWR,2013,3,19,35.96,35.96
EWR,2013,3,19,37.04,37.04
EWR,2013,3,19,37.4,37.4
EWR,2013,3,19,37.94,37.94
EWR,2013,3,19,39.92,39.92000000000001
EWR,2013,3,19,42.08,42.08
EWR,2013,3,19,44.06,44.06
EWR,2013,3,19,46.04,46.04
EWR,2013,3,19,46.94,46.94
EWR,2013,3,20,30.92,30.92
EWR,2013,3,20,33.08,33.08
EWR,2013,3,20,35.96,35.96
